filename,width,height,class,xmin,ymin,xmax,ymax
clip4--384-_jpg.rf.307906bce19fed8d599c3e9e9d6efa5c.jpg,416,416,enemy_head,222,227,225,233
clip4--384-_jpg.rf.307906bce19fed8d599c3e9e9d6efa5c.jpg,416,416,enemy_head,226,228,229,233
clip4--384-_jpg.rf.307906bce19fed8d599c3e9e9d6efa5c.jpg,416,416,enemy_head,237,228,240,234
clip4--384-_jpg.rf.307906bce19fed8d599c3e9e9d6efa5c.jpg,416,416,enemy_head,250,226,253,232
clip4--384-_jpg.rf.307906bce19fed8d599c3e9e9d6efa5c.jpg,416,416,enemy_head,260,226,264,234
clip4--451-_jpg.rf.c5d4e030e427303061d80134ac7794df.jpg,416,416,enemy,205,194,219,253
clip4--451-_jpg.rf.c5d4e030e427303061d80134ac7794df.jpg,416,416,enemy_head,208,195,214,209
clip4--445-_jpg.rf.276fc0d67c23034891a1a44b2cbacb74.jpg,416,416,enemy,197,191,215,279
clip4--445-_jpg.rf.276fc0d67c23034891a1a44b2cbacb74.jpg,416,416,enemy_head,203,191,209,205
clip4--453-_jpg.rf.03cadc9d69639f4c8d6f4cbea060834f.jpg,416,416,enemy,186,194,222,279
clip4--453-_jpg.rf.03cadc9d69639f4c8d6f4cbea060834f.jpg,416,416,enemy_head,211,198,222,216
clip4--4-_jpg.rf.c0f3adeb47e9c3d1ddc985361011a8bf.jpg,416,416,enemy,208,203,214,225
clip4--4-_jpg.rf.c0f3adeb47e9c3d1ddc985361011a8bf.jpg,416,416,enemy_head,210,204,213,210
clip4--435-_jpg.rf.a3b19a100965fd6c8a2f1336c1f32abe.jpg,416,416,enemy,205,204,209,225
clip4--435-_jpg.rf.a3b19a100965fd6c8a2f1336c1f32abe.jpg,416,416,enemy_head,205,205,209,211
clip4--400-_jpg.rf.d66aa51397abae3b728aa95fa61d0649.jpg,416,416,enemy,199,189,205,219
clip4--400-_jpg.rf.d66aa51397abae3b728aa95fa61d0649.jpg,416,416,enemy_head,201,189,204,196
clip4--433-_jpg.rf.be13b604076f54eeb4ccc241219dea27.jpg,416,416,enemy,205,206,211,226
clip4--433-_jpg.rf.be13b604076f54eeb4ccc241219dea27.jpg,416,416,enemy_head,206,205,210,212
clip4--385-_jpg.rf.6a4208c516853d2bc164c89fecaf2dfd.jpg,416,416,enemy,213,227,219,263
clip4--385-_jpg.rf.6a4208c516853d2bc164c89fecaf2dfd.jpg,416,416,enemy,211,230,218,260
clip4--385-_jpg.rf.6a4208c516853d2bc164c89fecaf2dfd.jpg,416,416,enemy,260,225,271,269
clip4--385-_jpg.rf.6a4208c516853d2bc164c89fecaf2dfd.jpg,416,416,enemy,228,213,235,240
clip4--385-_jpg.rf.6a4208c516853d2bc164c89fecaf2dfd.jpg,416,416,enemy_head,213,230,216,237
clip4--385-_jpg.rf.6a4208c516853d2bc164c89fecaf2dfd.jpg,416,416,enemy_head,215,225,218,230
clip4--385-_jpg.rf.6a4208c516853d2bc164c89fecaf2dfd.jpg,416,416,enemy_head,230,212,233,218
clip4--385-_jpg.rf.6a4208c516853d2bc164c89fecaf2dfd.jpg,416,416,enemy_head,264,225,268,233
clip4--456-_jpg.rf.1590062959eaf61df57a7c047e2a08bb.jpg,416,416,enemy,202,194,229,300
clip4--456-_jpg.rf.1590062959eaf61df57a7c047e2a08bb.jpg,416,416,enemy_head,212,197,220,211
clip4--372-_jpg.rf.ada10de1985b462582d62bbdc3826f2f.jpg,416,416,enemy,204,186,212,215
clip4--372-_jpg.rf.ada10de1985b462582d62bbdc3826f2f.jpg,416,416,enemy_head,207,188,210,194
clip4--44-_jpg.rf.47096d99b9db3a85b13803a99d08b63a.jpg,416,416,enemy,203,203,209,224
clip4--44-_jpg.rf.47096d99b9db3a85b13803a99d08b63a.jpg,416,416,enemy_head,205,203,208,208
clip4--457-_jpg.rf.e0fab1aa5fdb138521e30b4704548d8b.jpg,416,416,enemy,208,165,216,195
clip4--457-_jpg.rf.e0fab1aa5fdb138521e30b4704548d8b.jpg,416,416,enemy_head,209,167,212,172
clip4--432-_jpg.rf.d6b39d821df2615167eef55ea6b4726d.jpg,416,416,enemy,204,203,210,228
clip4--432-_jpg.rf.d6b39d821df2615167eef55ea6b4726d.jpg,416,416,enemy_head,206,204,210,211
clip4--449-_jpg.rf.7df5ce1f18c777d6a57444673dcf00c0.jpg,416,416,enemy,198,166,213,236
clip4--449-_jpg.rf.7df5ce1f18c777d6a57444673dcf00c0.jpg,416,416,enemy_head,203,168,208,180
clip4--439-_jpg.rf.763499bfc464ba5ca19ebf2acf95d0d9.jpg,416,416,enemy,304,230,321,331
clip4--439-_jpg.rf.763499bfc464ba5ca19ebf2acf95d0d9.jpg,416,416,enemy_head,313,231,321,246
clip4--440-_jpg.rf.2cf88c5a3aceffc172d86a4b20a052fc.jpg,416,416,enemy,267,224,308,329
clip4--440-_jpg.rf.2cf88c5a3aceffc172d86a4b20a052fc.jpg,416,416,enemy_head,279,224,288,236
clip4--377-_jpg.rf.8c49a4f3e2a656e7c2b624f55a0a6171.jpg,416,416,enemy,113,162,160,321
clip4--377-_jpg.rf.8c49a4f3e2a656e7c2b624f55a0a6171.jpg,416,416,enemy,197,149,224,234
clip4--377-_jpg.rf.8c49a4f3e2a656e7c2b624f55a0a6171.jpg,416,416,enemy_head,125,167,141,196
clip4--377-_jpg.rf.8c49a4f3e2a656e7c2b624f55a0a6171.jpg,416,416,enemy_head,208,149,216,163
clip4--401-_jpg.rf.c2aaf51dcbebad98c0d6575644d8220b.jpg,416,416,enemy,207,189,213,221
clip4--401-_jpg.rf.c2aaf51dcbebad98c0d6575644d8220b.jpg,416,416,enemy_head,208,189,211,195
clip4--443-_jpg.rf.c4d6b4daebc0ddeb2d69e5fe77e81e3a.jpg,416,416,enemy,201,210,208,243
clip4--443-_jpg.rf.c4d6b4daebc0ddeb2d69e5fe77e81e3a.jpg,416,416,enemy_head,204,210,207,215
clip4--428-_jpg.rf.d8d90341c8c794af5f74c9107b4b2b5e.jpg,416,416,enemy,205,207,213,239
clip4--428-_jpg.rf.d8d90341c8c794af5f74c9107b4b2b5e.jpg,416,416,enemy_head,208,207,211,214
clip4--423-_jpg.rf.fb2c0ced0be91a32eb0784bc9435e2cd.jpg,416,416,enemy,195,208,206,252
clip4--423-_jpg.rf.fb2c0ced0be91a32eb0784bc9435e2cd.jpg,416,416,enemy_head,198,208,203,218
clip4--278-_jpg.rf.fb3b238f62ddc545b568b9375031f666.jpg,416,416,enemy,200,200,210,246
clip4--278-_jpg.rf.fb3b238f62ddc545b568b9375031f666.jpg,416,416,enemy_head,203,201,206,208
clip4--273-_jpg.rf.d83150a31a385991f70a349de9e68071.jpg,416,416,enemy,330,206,339,236
clip4--273-_jpg.rf.d83150a31a385991f70a349de9e68071.jpg,416,416,enemy_head,331,207,336,215
clip4--279-_jpg.rf.9bb16ad972b8e8a5aca4ea680b4bb418.jpg,416,416,enemy,202,208,218,259
clip4--279-_jpg.rf.9bb16ad972b8e8a5aca4ea680b4bb418.jpg,416,416,enemy_head,208,210,212,218
clip4--43-_jpg.rf.5cab3d6975b90e3b789edacb39c8b5b2.jpg,416,416,enemy,204,199,211,222
clip4--43-_jpg.rf.5cab3d6975b90e3b789edacb39c8b5b2.jpg,416,416,enemy_head,207,199,210,205
clip4--427-_jpg.rf.fd4937ecdda05e6638ecfb9405da058d.jpg,416,416,enemy,192,190,213,262
clip4--427-_jpg.rf.fd4937ecdda05e6638ecfb9405da058d.jpg,416,416,enemy_head,202,189,208,202
clip4--429-_jpg.rf.4795337f69f545c463996d37b9dfe845.jpg,416,416,enemy,203,211,209,236
clip4--429-_jpg.rf.4795337f69f545c463996d37b9dfe845.jpg,416,416,enemy_head,205,210,208,215
clip4--267-_jpg.rf.26b059d82ff9aed4cda62f3df64e8fed.jpg,416,416,enemy,204,201,212,232
clip4--267-_jpg.rf.26b059d82ff9aed4cda62f3df64e8fed.jpg,416,416,enemy_head,206,202,211,209
clip4--375-_jpg.rf.0163bd2b941804059dd67520ce35df6b.jpg,416,416,enemy,163,202,179,275
clip4--375-_jpg.rf.0163bd2b941804059dd67520ce35df6b.jpg,416,416,enemy_head,167,202,173,214
clip4--281-_jpg.rf.cedaa939c1b85761fe2d3f176ca95a7b.jpg,416,416,enemy,205,192,213,237
clip4--281-_jpg.rf.cedaa939c1b85761fe2d3f176ca95a7b.jpg,416,416,enemy_head,209,193,212,202
clip4--437-_jpg.rf.20389bb8101227e9f99e066c921e0271.jpg,416,416,enemy,204,191,214,250
clip4--437-_jpg.rf.20389bb8101227e9f99e066c921e0271.jpg,416,416,enemy_head,206,191,211,202
clip4--296-_jpg.rf.77d90440fc1b3c4f7555864813cdf0a8.jpg,416,416,enemy,114,165,123,209
clip4--296-_jpg.rf.77d90440fc1b3c4f7555864813cdf0a8.jpg,416,416,enemy,151,165,169,227
clip4--296-_jpg.rf.77d90440fc1b3c4f7555864813cdf0a8.jpg,416,416,enemy_head,116,166,119,173
clip4--296-_jpg.rf.77d90440fc1b3c4f7555864813cdf0a8.jpg,416,416,enemy_head,156,166,162,177
clip4--293-_jpg.rf.010e6595832f90c765b95a11f67cf57c.jpg,416,416,enemy,177,168,192,229
clip4--293-_jpg.rf.010e6595832f90c765b95a11f67cf57c.jpg,416,416,enemy_head,180,168,184,178
clip4--274-_jpg.rf.cf8103fefe4872cbea461283aa3a863b.jpg,416,416,enemy,200,192,204,206
clip4--274-_jpg.rf.cf8103fefe4872cbea461283aa3a863b.jpg,416,416,enemy_head,201,192,203,196
clip4--291-_jpg.rf.9b12686e562466b44ce9e9eb9a4937fa.jpg,416,416,enemy,188,197,200,242
clip4--291-_jpg.rf.9b12686e562466b44ce9e9eb9a4937fa.jpg,416,416,enemy_head,190,197,198,209
clip4--294-_jpg.rf.dee51311f3a189a1b4d1e64fbad365a6.jpg,416,416,enemy,168,166,183,230
clip4--294-_jpg.rf.dee51311f3a189a1b4d1e64fbad365a6.jpg,416,416,enemy,108,164,120,213
clip4--294-_jpg.rf.dee51311f3a189a1b4d1e64fbad365a6.jpg,416,416,enemy_head,170,167,176,176
clip4--294-_jpg.rf.dee51311f3a189a1b4d1e64fbad365a6.jpg,416,416,enemy_head,112,166,117,174
clip4--287-_jpg.rf.d275a93b592e1f50fcb7994082108312.jpg,416,416,enemy,174,173,182,222
clip4--287-_jpg.rf.d275a93b592e1f50fcb7994082108312.jpg,416,416,enemy_head,176,173,180,183
clip4--276-_jpg.rf.2743668bbe2d629f69b20a515b484ab2.jpg,416,416,enemy,182,179,191,216
clip4--277-_jpg.rf.665880a19253f5976be3f1a57f59429d.jpg,416,416,enemy,173,191,182,237
clip4--277-_jpg.rf.665880a19253f5976be3f1a57f59429d.jpg,416,416,enemy_head,178,192,183,198
clip4--280-_jpg.rf.71d6ed593aae6831af2e17be2dd63157.jpg,416,416,enemy,206,210,217,254
clip4--280-_jpg.rf.71d6ed593aae6831af2e17be2dd63157.jpg,416,416,enemy_head,209,212,213,221
clip4--297-_jpg.rf.cf1e1cfb2c7385cccf8fb847528dbb19.jpg,416,416,enemy,139,166,147,203
clip4--297-_jpg.rf.cf1e1cfb2c7385cccf8fb847528dbb19.jpg,416,416,enemy,163,161,177,224
clip4--297-_jpg.rf.cf1e1cfb2c7385cccf8fb847528dbb19.jpg,416,416,enemy,178,158,188,207
clip4--297-_jpg.rf.cf1e1cfb2c7385cccf8fb847528dbb19.jpg,416,416,enemy_head,141,165,144,172
clip4--297-_jpg.rf.cf1e1cfb2c7385cccf8fb847528dbb19.jpg,416,416,enemy_head,166,162,171,174
clip4--297-_jpg.rf.cf1e1cfb2c7385cccf8fb847528dbb19.jpg,416,416,enemy_head,180,159,184,166
clip4--288-_jpg.rf.4c7743f0068cf0481793527026d2202d.jpg,416,416,enemy,190,193,199,238
clip4--288-_jpg.rf.4c7743f0068cf0481793527026d2202d.jpg,416,416,enemy_head,192,193,197,202
clip4--298-_jpg.rf.57a7f30c8529953aed0ff5070a8f589e.jpg,416,416,enemy,166,160,174,197
clip4--298-_jpg.rf.57a7f30c8529953aed0ff5070a8f589e.jpg,416,416,enemy,175,156,185,218
clip4--298-_jpg.rf.57a7f30c8529953aed0ff5070a8f589e.jpg,416,416,enemy,192,155,203,201
clip4--298-_jpg.rf.57a7f30c8529953aed0ff5070a8f589e.jpg,416,416,enemy_head,168,162,171,167
clip4--298-_jpg.rf.57a7f30c8529953aed0ff5070a8f589e.jpg,416,416,enemy_head,177,156,182,167
clip4--298-_jpg.rf.57a7f30c8529953aed0ff5070a8f589e.jpg,416,416,enemy_head,194,156,199,165
clip4--299-_jpg.rf.7bada8f9a9693afd952633df17d0cf47.jpg,416,416,enemy,175,150,189,213
clip4--299-_jpg.rf.7bada8f9a9693afd952633df17d0cf47.jpg,416,416,enemy,195,150,208,203
clip4--299-_jpg.rf.7bada8f9a9693afd952633df17d0cf47.jpg,416,416,enemy_head,180,150,185,161
clip4--299-_jpg.rf.7bada8f9a9693afd952633df17d0cf47.jpg,416,416,enemy_head,199,151,204,160
clip4--29-_jpg.rf.1a1b1d031817a067559f1469959a2a2e.jpg,416,416,enemy,201,208,213,266
clip4--29-_jpg.rf.1a1b1d031817a067559f1469959a2a2e.jpg,416,416,enemy,286,142,295,185
clip4--29-_jpg.rf.1a1b1d031817a067559f1469959a2a2e.jpg,416,416,enemy_head,203,208,209,220
clip4--29-_jpg.rf.1a1b1d031817a067559f1469959a2a2e.jpg,416,416,enemy_head,288,143,293,154
clip4--289-_jpg.rf.6ade91f564fa17a5719d27a4690fd483.jpg,416,416,enemy,191,199,202,241
clip4--289-_jpg.rf.6ade91f564fa17a5719d27a4690fd483.jpg,416,416,enemy_head,193,200,200,209
clip4--292-_jpg.rf.b44f6e0c697ecdb9931ee71986be6fac.jpg,416,416,enemy,183,194,197,243
clip4--292-_jpg.rf.b44f6e0c697ecdb9931ee71986be6fac.jpg,416,416,enemy,174,177,185,216
clip4--292-_jpg.rf.b44f6e0c697ecdb9931ee71986be6fac.jpg,416,416,enemy_head,178,178,183,185
clip4--292-_jpg.rf.b44f6e0c697ecdb9931ee71986be6fac.jpg,416,416,enemy_head,187,195,192,206
clip4--3-_jpg.rf.d2d58be3998ee0e454b88ea9b5525d9d.jpg,416,416,enemy,205,206,213,233
clip4--3-_jpg.rf.d2d58be3998ee0e454b88ea9b5525d9d.jpg,416,416,enemy_head,207,207,210,212
clip4--270-_jpg.rf.ea85e1e4d848cbe17bf5fd7da0aadfff.jpg,416,416,enemy,311,201,321,237
clip4--270-_jpg.rf.ea85e1e4d848cbe17bf5fd7da0aadfff.jpg,416,416,enemy_head,314,202,318,210
clip4--269-_jpg.rf.817b88940bbf89477071eeebdaece2cb.jpg,416,416,enemy,320,201,331,234
clip4--269-_jpg.rf.817b88940bbf89477071eeebdaece2cb.jpg,416,416,enemy_head,322,202,327,210
clip4--646-_jpg.rf.44d7e631126a8884429e17bcf681c0a6.jpg,416,416,enemy,1,208,71,415
clip4--646-_jpg.rf.44d7e631126a8884429e17bcf681c0a6.jpg,416,416,enemy,198,202,220,258
clip4--646-_jpg.rf.44d7e631126a8884429e17bcf681c0a6.jpg,416,416,enemy_head,206,203,210,210
clip4--646-_jpg.rf.44d7e631126a8884429e17bcf681c0a6.jpg,416,416,enemy_head,42,216,66,247
clip4--283-_jpg.rf.7dbe435c9d2c7e8900a1b2cdb897adfe.jpg,416,416,enemy,204,203,213,247
clip4--283-_jpg.rf.7dbe435c9d2c7e8900a1b2cdb897adfe.jpg,416,416,enemy_head,209,203,212,210
clip4--317-_jpg.rf.d659012962a11b98bdb6765c7ee28642.jpg,416,416,enemy,150,181,189,293
clip4--317-_jpg.rf.d659012962a11b98bdb6765c7ee28642.jpg,416,416,enemy_head,160,180,170,202
clip4--610-_jpg.rf.bfd4ec5ab9b32985d81a652bca7e63f2.jpg,416,416,enemy,197,190,216,257
clip4--610-_jpg.rf.bfd4ec5ab9b32985d81a652bca7e63f2.jpg,416,416,enemy_head,206,192,210,203
clip4--285-_jpg.rf.18b68da4f47a6a65c88234d7ca8f1c9f.jpg,416,416,enemy,201,200,208,241
clip4--285-_jpg.rf.18b68da4f47a6a65c88234d7ca8f1c9f.jpg,416,416,enemy_head,204,200,208,207
clip4--268-_jpg.rf.b6b461adad0afd36c9c8fe62b53d5b87.jpg,416,416,enemy,190,169,198,200
clip4--268-_jpg.rf.b6b461adad0afd36c9c8fe62b53d5b87.jpg,416,416,enemy,286,190,296,220
clip4--268-_jpg.rf.b6b461adad0afd36c9c8fe62b53d5b87.jpg,416,416,enemy_head,192,170,195,175
clip4--268-_jpg.rf.b6b461adad0afd36c9c8fe62b53d5b87.jpg,416,416,enemy_head,289,191,294,198
clip4--645-_jpg.rf.338181b0658fd7b1cb498ce1ce89086b.jpg,416,416,enemy,0,206,11,389
clip4--645-_jpg.rf.338181b0658fd7b1cb498ce1ce89086b.jpg,416,416,enemy,201,205,213,266
clip4--645-_jpg.rf.338181b0658fd7b1cb498ce1ce89086b.jpg,416,416,enemy_head,206,203,210,210
clip4--645-_jpg.rf.338181b0658fd7b1cb498ce1ce89086b.jpg,416,416,enemy_head,0,215,14,244
clip4--282-_jpg.rf.fa6e7d219e4a1ee9507bd846d1c7ce69.jpg,416,416,enemy,197,197,205,242
clip4--282-_jpg.rf.fa6e7d219e4a1ee9507bd846d1c7ce69.jpg,416,416,enemy_head,200,196,204,204
clip4--637-_jpg.rf.9695f3eb0fceefbeadfbc0eec25a98b6.jpg,416,416,enemy,196,201,219,282
clip4--637-_jpg.rf.9695f3eb0fceefbeadfbc0eec25a98b6.jpg,416,416,enemy_head,207,201,215,212
clip4--314-_jpg.rf.5b1158f2ea0d58025ed940b72c6abadb.jpg,416,416,enemy,276,183,296,270
clip4--314-_jpg.rf.5b1158f2ea0d58025ed940b72c6abadb.jpg,416,416,enemy_head,287,186,297,203
clip4--612-_jpg.rf.a6df8ccde1ba5cb04dc1f5d8b8d97cea.jpg,416,416,enemy,199,147,225,244
clip4--612-_jpg.rf.a6df8ccde1ba5cb04dc1f5d8b8d97cea.jpg,416,416,enemy_head,211,148,217,162
clip4--649-_jpg.rf.1d450b5e9593088e31771cb9d04e4beb.jpg,416,416,enemy,176,156,210,331
clip4--649-_jpg.rf.1d450b5e9593088e31771cb9d04e4beb.jpg,416,416,enemy_head,195,161,207,187
